Accessory_ID,Car Brand,Car Model,Accessory Name,Accessory Price,Accessory Description,Compatible Cars,Top 5 Reviews,Brand_Normalized,Sentiment_VADER,Sentiment_Polarity,Sentiment_Subjectivity,Sentiment_Score,Sentiment_Label,Sentiment_Strength,Key_Phrases,Category,Aspect_Quality_Score,Aspect_Quality_Mentions,Aspect_Durability_Score,Aspect_Durability_Mentions,Aspect_Installation_Score,Aspect_Installation_Mentions,Aspect_Design_Score,Aspect_Design_Mentions,Aspect_Compatibility_Score,Aspect_Compatibility_Mentions,Aspect_Value_Score,Aspect_Value_Mentions,Aspect_Comfort_Score,Aspect_Comfort_Mentions,Aspect_Performance_Score,Aspect_Performance_Mentions,Dominant_Emotion,Emotion_Happy_Score,Emotion_Satisfied_Score,Emotion_Disappointed_Score,Emotion_Angry_Score,Emotion_Neutral_Score,Key_Strengths,Key_Weaknesses,Recommendation_Explanation,Overall_Quality_Score,Accessory_Name_Normalized,Car_Brand_Normalized,Car_Model_Normalized,Compatible_Cars_Normalized
1557,BMW,I4,Tuxmat Floor Mats,8000.0,all-weather custom mats; precise fit for i4 interiors; easy cleaning.,bmw i4,Perfect fit|Durable|Looks premium|Easy installation|Protects carpet well,bmw,0.7003,1.0,1.0,0.82018,positive,Very Strong,['perfect'],Interior,0.7003,1,0.7003,1,0.7003,3,0.7003,2,0.7003,3,0.0,0,0.0,0,0.0,0,happy,0.5,0.5,0.0,0.0,0.0,"perfect fit, durable, easy installation",,⭐ Highly rated with 0.82 sentiment score | 🏆 Praised for high quality | ⚒️ Known for durability | 📁 Interior accessory | 😊 Customers are very happy | ✨ Perfect Fit | ✨ Durable,0.6782220000000001,tuxmat floor mats,bmw,i4,bmw i4
1558,Jeep,Wrangler,U-box Cowl Light Mount,4308.0,"cowl light mount a pillar pod light holder brackets, nicely machined mounts with durable coating",jeep wrangler jl & gladiator jt 2018-2025,"Rob - Perfect fit on 2019 JLUR - Nicely machined mounts with a seemingly durable coating | joe - Best mounts for the lights - These are great- will done and very low profile works the best | Baron76 - Great product reasonable price just what I was looking for - Highly recommend this product! Really looks like a quality aluminum construction | Jason White - Very nice quality! - Billet aluminium very nice quality, but no instructions | Christopher Hughes - Perfect - Put these on my wife's 2020 Wrangler for her ditch lights",jeep,0.9641,0.5970000000000001,0.6153333333333334,0.81726,positive,Very Strong,"['great', 'best', 'perfect', 'quality', 'nice']",Storage,0.8188,2,0.9744,1,0.9504,3,0.9833,2,0.9744,2,0.9744,2,0.0,0,0.9744,1,satisfied,0.4,0.6,0.0,0.0,0.0,"great value, perfect fit, durable",,⭐ Highly rated with 0.82 sentiment score | 🧩 Attractive design | ⚒️ Known for durability | 📁 Storage accessory | ✅ Customer satisfaction high | ✨ Great Value | ✨ Perfect Fit,0.864864,u-box cowl light mount,jeep,wrangler,jeep wrangler jl & gladiator jt 2018-2025
1559,AUDI,Q5,Ujeavette 3 Button Smart Remote Key Shell Case,1618.0,"abs plastic, replacement shell for remote key, fits a4l, a6l, a5, q5, rs5, q5 quattro","a4l, a6l, a5, q5, rs5, q5 quattro",Jaysingh Kadam: Fully compatible; Shashikant kudale: Superb product; Luv Kularia: Perfect shape; Chandrasekaran Chevanamatha: Perfect part except Audi Logo,audi,0.91,1.0,1.0,0.946,positive,Very Strong,['perfect'],Storage,0.0,0,0.0,0,0.0,0,0.0,0,0.91,1,0.0,0,0.0,0,0.0,0,happy,1.0,0.0,0.0,0.0,0.0,overall positive,,⭐ Highly rated with 0.95 sentiment score | 📁 Storage accessory | 😊 Customers are very happy | ✨ Overall Positive,0.3784,ujeavette 3 button smart remote key shell case,audi,q5,"a4l, a6l, a5, q5, rs5, q5 quattro"
1560,AUDI,Q5,Ujeavette Bluetooth Wireless Audio Module Adapter,1574.0,"ami adapter, plug and play, usb interface, automatic reconnection","q5, a5, a7, r7, q7, a6l, a8l, a4l",FAIZAL: Does not work; Murtaza Amin: Terrible product; Kuldeep Singh: Poor quality,audi,-0.7351,-0.7,0.8,-0.7210599999999999,negative,Strong,"['quality', 'poor', 'terrible']",Electronics,-0.7351,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,angry,0.0,0.0,0.0,1.0,0.0,,quality issues,📁 Electronics accessory,-0.5089539999999999,ujeavette bluetooth wireless audio module adapter,audi,q5,"q5, a5, a7, r7, q7, a6l, a8l, a4l"
1561,AUDI,Q4 E-tron,Ujeavette Car Armrest Storage Box,1247.0,"abs center console organizer for audi q4 e-tron 2021-2023. allows storage of small items, easy installation, durable.",audi q4 e-tron 2021-2023,No customer reviews.,audi,-0.296,0.0,0.0,-0.1775999999999999,negative,Weak,[],Interior,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,neutral,0.0,0.0,0.0,0.0,0.0,,,📁 Interior accessory,-0.0710399999999999,ujeavette car armrest storage box,audi,q4 e-tron,audi q4 e-tron 2021-2023
1564,BMW,5 Series,Ultra Premium 7d Car Floor Mats (2012-16),6199.0,"luxury leather double layered mat, set of 3pcs, waterproof, washable, beige with golden (beige brown grass)",bmw 5 series 2012-16,Matches interior|Durable|Comfortable|Easy install|Cleans well,bmw,0.2732,0.0,0.0,0.1639199999999999,positive,Weak,[],Interior,0.0,0,0.2732,1,0.2732,1,0.0,0,0.2732,2,0.0,0,0.2732,2,0.0,0,neutral,0.0,0.0,0.0,0.0,0.0,,,📁 Interior accessory,0.1202079999999999,ultra premium 7d car floor mats (2012-16),bmw,5 series,bmw 5 series 2012-16
1565,AUDI,Q8,Ultra Shield Mist Grey Series Car Body Cover,1929.0,100% waterproof car body cover with triple stitched and elastic design. heat resistant and anti-dust with custom fit and mirror pockets. all-weather protection with reflective material to keep car cool.,"custom fit for audi rs q8, also compatible with luxury suvs and high-performance vehicles in similar dimensions","1. Mohit (5★): ""Value for money for Kwid, stitching and material quality excellent"" 2. Devi Yaswanth (5★): ""Good Product for Santro! Water resistant, good elasticity, perfectly fits"" 3. Yogesh Chaudhari (5★): ""Very good for Swift, received on time, very useful"" 4. Maya (4★): ""Decent Quality for Innova Hycross, solid weight, timely delivery, packaging could be better"" 5. CrowdStage (1★): ""Worst product for Verna, damaged, not waterproof, poor customer support""",audi,0.9766,0.3765151515151515,0.6224242424242424,0.7365660606060607,positive,Strong,"['excellent', 'good', 'perfect', 'quality', 'poor']",Interior,0.8625,3,-0.411,1,0.7964,1,0.0,0,0.7964,2,0.7269,3,-0.411,1,0.0,0,satisfied,0.25,0.5,0.125,0.125,0.0,great value,,⭐ Highly rated with 0.74 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | ✅ Customer satisfaction high | ✨ Great Value,0.5438664242424243,ultra shield mist grey series car body cover,audi,q8,"custom fit for audi rs q8, also compatible with luxury suvs and high-performance vehicles in similar dimensions"
1566,Kia,Carnival,Ultra Shield Mist Grey Series Waterproof Car Body Cover,1959.0,"triple stitched, elastic, custom fit, waterproof, heat resistant, anti-dust, mirror pockets, full exterior coverage, built to withstand weather, easy installation.",kia carnival,Value for money|Good Product !!|Swift Car Cover|Decent Quality Car cover|Worst product… no water proof and damaged product,kia,-0.3578,0.0,0.0,-0.21468,negative,Weak,"['good', 'quality', 'worst']",Exterior,-0.5562,1,-0.5562,1,0.0,0,0.0,0,-0.5562,1,0.4003,3,0.0,0,0.0,0,satisfied,0.0,0.6667,0.0,0.3333,0.0,,,📁 Exterior accessory | ✅ Customer satisfaction high,-0.323942,ultra shield mist grey series waterproof car body cover,kia,carnival,kia carnival
1568,Maruti Suzuki,"Swift, Swift Dzire",Uniqon Rubber 5 Speed Manual Gear Knob Shifter,199.0,"black rubber finish, manual 5-speed gear knob, tailored fit, enhanced grip, easy install, optimal control for swift.","swift, swift dzire",No customer review | | | | ,maruti suzuki,-0.296,0.0,0.0,-0.1775999999999999,negative,Weak,[],Other,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,neutral,0.0,0.0,0.0,0.0,0.0,,,📁 Other accessory,-0.0710399999999999,uniqon rubber 5 speed manual gear knob shifter,maruti suzuki,"swift, swift dzire","swift, swift dzire"
1571,AUDI,E-tron Gt,Universal Dashboard Organizer Pad,299.0,"sticky dashboard mat, universal fit, mobile phone number slot, coin organizer.",universal (all cars),"['Useful item.', 'Holds phone firmly.', 'Flexible, easy to use.', 'Perfect for keeping coins and mobile.', 'Good product as a gift.']",audi,0.9451,0.4466666666666666,0.5666666666666667,0.7457266666666666,positive,Strong,"['good', 'perfect']",Interior,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,happy,0.5,0.5,0.0,0.0,0.0,overall positive,,⭐ Highly rated with 0.75 sentiment score | 📁 Interior accessory | 😊 Customers are very happy | ✨ Overall Positive,0.2982906666666666,universal dashboard organizer pad,audi,e-tron gt,universal (all cars)
1573,Mahindra,Bolero,Uno Minda Rv-11001l Shatterproof Glass Rear View Mirror-left Hand,224.0,"shatterproof glass, high quality convex, oe recommended, attractive pricing; easy installation.",mahindra bolero,Good quality | Good service | Easy to fit on the vehicle (Thar) | Kk good | Good,mahindra,0.9552,0.6055555555555556,0.6055555555555556,0.8153422222222222,positive,Very Strong,"['good', 'quality']",Exterior,0.9552,1,0.0,0,0.9552,1,0.0,0,0.9552,2,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,⭐ Highly rated with 0.82 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Exterior accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.6126968888888888,uno minda rv-11001l shatterproof glass rear view mirror-left hand,mahindra,bolero,mahindra bolero
1575,Tata,Curvv,"Vahan Expo 7d Luxury Car Trunk/boot Mat (full Dicky, Anti Skid, Black, 2024)",1614.0,"anti-skid, full dicky/trunk boot mat, luxury finish, custom fit for tata curvv (2024 model), enhances protection.","tata curvv (2024), curvv ev",Fits trunk|Anti-skid|Looks premium|Good finish|Easy to clean,tata,0.4019,0.3666666666666667,0.7000000000000001,0.3878066666666666,positive,Moderate,['good'],Interior,0.4019,2,0.0,0,0.4019,1,0.4019,3,0.4019,2,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,📁 Interior accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.2756926666666666,"vahan expo 7d luxury car trunk/boot mat (full dicky, anti skid, black, 2024)",tata,curvv,"tata curvv (2024), curvv ev"
1576,Tata,Curvv,"Vahan Expo 7d Mat For Tata Curvv EV Car Floor Mat (black, Nappa Leather, Washable, Grass Mat, 2024)",1039.0,"perfect fitted, washable 7d floor mat, black nappa leather, grass mat attachment, velcro, luxury interior.","tata curvv (2024), curvv ev",Quality product|Perfect fit|Enhances car interior|Easy to clean|Quick delivery,tata,0.0,0.0,0.0,0.0,neutral,Neutral,"['perfect', 'quality']",Interior,0.0,1,0.0,0,0.0,1,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,happy,1.0,0.0,0.0,0.0,0.0,,,📁 Interior accessory | 😊 Customers are very happy,0.0,"vahan expo 7d mat for tata curvv ev car floor mat (black, nappa leather, washable, grass mat, 2024)",tata,curvv,"tata curvv (2024), curvv ev"
1577,Hyundai,Grand I10 Nios,Vahan Expo Car Bumper Scratch Protector,284.0,"high quality rubber bumper protection guard, chrome, protects against scratches/dents, universal fit.","hyundai grand i10 nios, universal fit (all cars)",Looks awesome on Baleno; Good to purchase; Not good; Returns; Good,hyundai,0.4919,0.5125,0.7000000000000001,0.50014,positive,Strong,"['good', 'awesome']",Protection,0.0,0,0.0,0,0.0,0,0.4919,2,0.0,0,0.0,0,0.0,0,0.0,0,satisfied,0.1667,0.6667,0.1667,0.0,0.0,overall positive,,✅ Positively reviewed (0.50 sentiment) | 📁 Protection accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.200056,vahan expo car bumper scratch protector,hyundai,grand i10 nios,"hyundai grand i10 nios, universal fit (all cars)"
1579,Toyota,Land Cruiser,Vehicle Mounted Glasses Clip Car Sunglass Holderticket Clip,399.0,"universal design, easy install sun visor mount, made of polycarbonate & eva, compact, does not obstruct view.",toyota land cruiser,Not good grip.,toyota,-0.3412,-0.35,0.6000000000000001,-0.3447199999999999,negative,Moderate,['good'],Interior,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,satisfied,0.0,0.5,0.5,0.0,0.0,,overall negative,📁 Interior accessory | ✅ Customer satisfaction high,-0.1378879999999999,vehicle mounted glasses clip car sunglass holderticket clip,toyota,land cruiser,toyota land cruiser
1580,Byd,Atto 3,"Vehicle-specific Boot Mat, 7d Italian Leather, Anti-skid",1795.0,"black/red, 100% waterproof, tailored fit, 7-layer",byd atto 3,Tailor fit|Great quality|Premium look|Waterproof|Easy to maintain,byd,0.0,0.0,0.0,0.0,neutral,Neutral,"['great', 'quality']",Interior,0.0,2,0.0,0,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,happy,0.5,0.5,0.0,0.0,0.0,,,📁 Interior accessory | 😊 Customers are very happy,0.0,"vehicle-specific boot mat, 7d italian leather, anti-skid",byd,atto 3,byd atto 3
1581,Hyundai,Exter,Vemoto 2.0 High-end Car Center Armrest,2199.0,"enhanced comfort with high-density moulded foam, no drilling required, custom fit for hyundai exter, storage compartment, premium quality.",hyundai exter,"Sturdy and comfortable | Perfect addition for your Hyundai Exter | Perfect for Exter 🚙 | Perfect fit for Exter car | Quality ok, but design is not",hyundai,0.8381,0.7166666666666667,0.7833333333333333,0.7895266666666667,positive,Very Strong,"['perfect', 'quality']",Other,0.8381,2,0.0,0,0.8381,1,0.8381,1,0.8381,3,0.0,0,0.8381,2,0.0,0,happy,0.75,0.25,0.0,0.0,0.0,"perfect fit, durable",,⭐ Highly rated with 0.79 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Other accessory | 😊 Customers are very happy | ✨ Perfect Fit | ✨ Durable,0.5672406666666667,vemoto 2.0 high-end car center armrest,hyundai,exter,hyundai exter
1583,Maruti Suzuki,Jimny,Vemoto™ 2.0 High-end Car Center Armrest,2199.0,"high density foam, no drilling, 100% custom fit, easy removal, extra storage, black colour, premium look.",maruti suzuki jimny,Best | Poor quality | Good (but not great).,maruti suzuki,-0.448,0.2249999999999999,0.5625,-0.1788,negative,Weak,"['great', 'good', 'best', 'quality', 'poor']",Other,-0.448,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,happy,0.5,0.5,0.0,0.0,0.0,,,📁 Other accessory | 😊 Customers are very happy,-0.20592,vemoto™ 2.0 high-end car center armrest,maruti suzuki,jimny,maruti suzuki jimny
1584,Tesla,Model 3,Vicseed Tesla Phone Mount,8077.0,"magsafe foldable phone holder mount, strongest magnet, dashboard mount, fits all phones, 360â° rotation.",tesla model 3/y all years,"Outstanding Car Mount and Stellar Customer Service!|Fits Perfectly|Fits well in the Cybertruck|Solid phone mount and excellent customer service|Good product, strong magnet. Arm extends, no pivot",tesla,0.9134,0.5458333333333334,0.7145833333333333,0.7663733333333334,positive,Very Strong,"['excellent', 'good', 'perfect']",Interior,0.9245,1,0.9245,1,0.9245,2,0.0,0,0.9245,3,0.0,0,0.0,0,0.0,0,happy,0.6667,0.3333,0.0,0.0,0.0,"perfect fit, durable",,⭐ Highly rated with 0.77 sentiment score | 🏆 Praised for high quality | ⚒️ Known for durability | 📁 Interior accessory | 😊 Customers are very happy | ✨ Perfect Fit | ✨ Durable,0.7687993333333334,vicseed tesla phone mount,tesla,model 3,tesla model 3/y all years
1585,Tesla,Model Y,Vicseed Tesla Phone Mount For Tesla Model 3 Model Y,8077.22,"foldable magsafe phone mount, strong magnet (n52), fits all phones, 3m adhesive, easy install on back of touchscreen, wireless charging friendly, 360 ball joint.","tesla model y, model 3","Outstanding Car Mount and Stellar Customer Service! | Fits Perfectly | Fits well in the Cybertruck | Solid phone mount and excellent customer service | Good product, strong magnet. Arm extends, no pivot",tesla,0.9656,0.5636904761904763,0.6511904761904762,0.8048361904761905,positive,Very Strong,"['excellent', 'good', 'perfect']",Storage,0.9501,1,0.9501,1,0.9686,2,0.0,0,0.9686,3,0.0,0,0.0,0,0.0,0,happy,0.6667,0.3333,0.0,0.0,0.0,"perfect fit, durable",,⭐ Highly rated with 0.80 sentiment score | 🔧 Easy to install | 🏆 Praised for high quality | 📁 Storage accessory | 😊 Customers are very happy | ✨ Perfect Fit | ✨ Durable,0.7969844761904762,vicseed tesla phone mount for tesla model 3 model y,tesla,model y,"tesla model y, model 3"
1586,Volvo,Ex30,Vitodeco Genuine Leather Smart Key Fob Case,5558.0,"compatible with volvo xc40, xc60, xc90, s90, s60, v60, v90, ex30, ex40, ex90, 4-button type; genuine leather, protects key, stylish.","volvo ex30, also xc40, xc60, xc90, etc.",Great quality bit over priced|Good protection for your car key|Un fit parfait|Great inexpensive case for my S60 key fob|Producto de excelente calidad,volvo,0.765,0.4000000000000001,0.7166666666666667,0.619,positive,Strong,"['great', 'good', 'quality']",Storage,0.765,1,0.0,0,0.765,1,0.0,0,0.765,2,0.765,2,0.0,0,0.0,0,happy,0.6667,0.3333,0.0,0.0,0.0,high quality,,✅ Positively reviewed (0.62 sentiment) | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Storage accessory | 😊 Customers are very happy | ✨ High Quality,0.5536,vitodeco genuine leather smart key fob case,volvo,ex30,"volvo ex30, also xc40, xc60, xc90, etc."
1587,Volvo,Xc90,Vitodeco Genuine Leather Smart Key Fob Case Cover (4-button),899.0,genuine leather key fob case cover for volvo. premium quality leather material. perfect fit for 4-button smart key. protects key from scratches and damage. easy snap-on installation.,"volvo xc90, xc60, s90, v90",Great leather quality|Perfect fit for my Volvo key|Looks premium and elegant|Good protection for the key|Nice accessory for the price,volvo,0.765,0.6000000000000001,0.575,0.6990000000000001,positive,Strong,"['great', 'good', 'perfect', 'quality', 'nice']",Interior,0.765,3,0.0,0,0.765,1,0.765,3,0.765,2,0.765,1,0.0,0,0.0,0,satisfied,0.4,0.6,0.0,0.0,0.0,"perfect fit, great design",,✅ Positively reviewed (0.70 sentiment) | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | ✅ Customer satisfaction high | ✨ Perfect Fit | ✨ Great Design,0.5856,vitodeco genuine leather smart key fob case cover (4-button),volvo,xc90,"volvo xc90, xc60, s90, v90"
1588,Ferrari,Portofino,Vs Club Ferrari Keychain,495.0,"premium metal leather keychain, stylish, double ring, chrome finish, compatible for ferrari portofino and other ferrari models. leatherette & chrome finish metal hook. attention-grabbing. made in india.","ferrari portofino, sf90, 296 gtb, f8 tributo, 812 superfast, roma, gtc4lusso, laferrari",sawood kalave - 5 stars - Good quality...,ferrari,0.4404,0.7,0.6000000000000001,0.54424,positive,Strong,"['good', 'quality']",Exterior,0.4404,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,✅ Positively reviewed (0.54 sentiment) | 📁 Exterior accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.349816,vs club ferrari keychain,ferrari,portofino,"ferrari portofino, sf90, 296 gtb, f8 tributo, 812 superfast, roma, gtc4lusso, laferrari"
1589,Ferrari,812 Superfast,Vs Club Ferrari Keychain (black),299.0,"premium metal key ring for ferrari vehicles - compatible for sf90, 296 gtb, f8 tributo, 812 superfast, roma, portofino m, gtc4lusso, laferrari","sf90, 296 gtb, f8 tributo, 812 superfast, roma, portofino m, gtc4lusso, laferrari",Stylish black finish | Durable metal construction | Perfect weight | Great for gifting | Value for money,ferrari,0.8807,0.5333333333333334,0.7958333333333334,0.7417533333333334,positive,Strong,"['great', 'perfect']",Other,0.8807,2,0.8807,1,0.0,0,0.8807,2,0.0,0,0.8807,3,0.0,0,0.0,0,happy,1.0,0.0,0.0,0.0,0.0,"great value, durable, great design",,⭐ Highly rated with 0.74 sentiment score | 🏆 Praised for high quality | ⚒️ Known for durability | 📁 Other accessory | 😊 Customers are very happy | ✨ Great Value | ✨ Durable,0.8251213333333333,vs club ferrari keychain (black),ferrari,812 superfast,"sf90, 296 gtb, f8 tributo, 812 superfast, roma, portofino m, gtc4lusso, laferrari"
1590,Ferrari,Roma,Vs Club Ferrari Keychain (brown),299.0,"premium metal key ring for ferrari vehicles. stylish brown keychain compatible for sf90, 296 gtb, f8 tributo, 812 superfast, roma, portofino m, gtc4lusso, laferrari.","ferrari roma, sf90, 296 gtb, f8 tributo, 812 superfast, portofino m, gtc4lusso, laferrari",Good quality... (sawood kalave - 5 stars),ferrari,0.4404,0.7,0.6000000000000001,0.54424,positive,Strong,"['good', 'quality']",Other,0.4404,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,✅ Positively reviewed (0.54 sentiment) | 📁 Other accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.349816,vs club ferrari keychain (brown),ferrari,roma,"ferrari roma, sf90, 296 gtb, f8 tributo, 812 superfast, portofino m, gtc4lusso, laferrari"
1593,Ferrari,F8 Tributo,"Vs Club Ferrari Keychain For Car – Compatible For Sf90, 296 Gtb, F8 Tributo, 812 Superfast, Roma, Portofino M, Gtc4lusso, Laferrari",299.0,"premium metal key ring for ferrari vehicles, stylish leather key chain, durable construction with ferrari branding, compatible with multiple ferrari models","ferrari sf90, 296 gtb, f8 tributo, 812 superfast, roma, portofino m, gtc4lusso, laferrari","sawood kalave - 5.0 stars - Good quality | Customer - 4.0 stars - Nice product, good build quality | Amazon Customer - 5.0 stars - Perfect fit for Ferrari | Buyer - 3.0 stars - Good but a bit expensive | User - 4.0 stars - Worth the purchase",ferrari,0.8641,0.4874999999999999,0.625,0.7134599999999999,positive,Strong,"['good', 'perfect', 'quality', 'nice']",Other,0.8641,2,0.0,0,0.8641,1,0.0,0,0.8641,2,0.8641,2,0.0,0,0.0,0,satisfied,0.2,0.8,0.0,0.0,0.0,"great value, perfect fit",,⭐ Highly rated with 0.71 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Other accessory | ✅ Customer satisfaction high | ✨ Great Value | ✨ Perfect Fit,0.6310239999999999,"vs club ferrari keychain for car – compatible for sf90, 296 gtb, f8 tributo, 812 superfast, roma, portofino m, gtc4lusso, laferrari",ferrari,f8 tributo,"ferrari sf90, 296 gtb, f8 tributo, 812 superfast, roma, portofino m, gtc4lusso, laferrari"
1594,Mahindra,Thar,Vvwv Compass Stickers And Decals Exterior For Mahindra Thar Gypsy Hood Bonnet,299.0,"wall car white l x h 48.00 x 34.00 cm(vinyl), waterproof, self-adhesive and removable, high quality gumming, 3 layer design (transparent transfer tape, actual decal, wax backing)","mahindra thar, gypsy","Good product - Good item|Waste of money - Loss of money. Dont buy it|Require a professional to install the sticker. Sticker is good but you need to be careful or take it to a local sticker artist.|Nice product - Go for it, it's totally as advertised big and nicely printed.. giving 5 stars.|No additional review available",mahindra,0.9011,0.31,0.515,0.66466,positive,Strong,"['good', 'nice', 'waste']",Styling,0.0,0,0.0,0,0.0,1,0.0,0,0.8689,1,0.5423,2,0.0,0,0.0,0,satisfied,0.0,0.8333,0.0,0.1667,0.0,overall positive,,✅ Positively reviewed (0.66 sentiment) | 💰 Great value for money | 📁 Styling accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.320094,vvwv compass stickers and decals exterior for mahindra thar gypsy hood bonnet,mahindra,thar,"mahindra thar, gypsy"
1595,Maruti Suzuki,Ciaz,Vyas Waterproof Car Body Cover,1399.0,"100% waterproof silver cover, mirror pockets, heavy quality, triple stitched, uv protection for ciaz (2014-2025).",maruti suzuki ciaz (2014-2025),Heavy Material|Good product quality|Super|Good product|Does not fit bmw 5 series,maruti suzuki,-0.2755,-0.2,0.45,-0.2453,negative,Weak,"['good', 'quality']",Exterior,-0.2755,2,0.0,0,-0.2755,1,0.0,0,-0.2755,1,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,,,📁 Exterior accessory | ✅ Customer satisfaction high,-0.18077,vyas waterproof car body cover,maruti suzuki,ciaz,maruti suzuki ciaz (2014-2025)
1596,Maruti Suzuki,Eeco Cargo,Waklane Waterproof Car Body Cover (red Stripes),785.0,"full car body cover, waterproof, uv dust proof, mirror pockets",maruti suzuki eeco,Very Good.|Worst amazon|Fiat Linea cover|Good|Nice cover,maruti suzuki,0.0,0.2,0.3,0.08,positive,Weak,"['good', 'nice', 'worst']",Exterior,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,satisfied,0.0,0.75,0.0,0.25,0.0,,,📁 Exterior accessory | ✅ Customer satisfaction high,0.032,waklane waterproof car body cover (red stripes),maruti suzuki,eeco cargo,maruti suzuki eeco
1597,Lamborghini,Revuelto,Water Spray Gun,299.0,"brass high pressure water spray gun for car cleaning, ergonomic grip, adjustable nozzle. universal fit for 1/2"" hose, durable.",universal; lamborghini revuelto,Quality Water Nozzle|Leakage|Good but not Impressive.|Product Nice|Value for money,lamborghini,0.0,0.0,0.0,0.0,neutral,Neutral,"['good', 'quality', 'nice']",Other,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,,,📁 Other accessory | ✅ Customer satisfaction high,0.0,water spray gun,lamborghini,revuelto,universal; lamborghini revuelto
1602,Lexus,Nx,Waterproof Car Body Cover (black Yellow),1899.0,"mirror pocket, soft cotton lining, bottom elastic, triple stitched, fully waterproof, protection against dust and sun. lexus nx specific.",lexus nx,Positive customer reviews with high ratings,lexus,0.5574,0.1936363636363636,0.5427272727272727,0.4118945454545454,positive,Moderate,[],Exterior,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,neutral,0.0,0.0,0.0,0.0,0.0,overall positive,,✅ Positively reviewed (0.41 sentiment) | 📁 Exterior accessory | ✨ Overall Positive,0.1647578181818181,waterproof car body cover (black yellow),lexus,nx,lexus nx
1603,Kia,Sonet,Waterproof Car Body Cover For Kia Sonet - Fabtec,1159.0,"waterproof metallic silver fabric, mirror pockets, soft cotton lining, triple stitched, front & back elastic hem.",kia sonet,"High-quality, Must buy|good value for money|Car body cover|Very good quality|Its ok product only",kia,0.7579,0.3999999999999999,0.7000000000000001,0.61474,positive,Strong,"['good', 'quality']",Exterior,0.7579,1,0.0,0,0.0,0,0.0,0,0.7579,1,0.7579,3,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,great value,,✅ Positively reviewed (0.61 sentiment) | 🏆 Praised for high quality | 💰 Great value for money | 📁 Exterior accessory | ✅ Customer satisfaction high | ✨ Great Value,0.549056,waterproof car body cover for kia sonet - fabtec,kia,sonet,kia sonet
1608,Lamborghini,Revuelto,Waxpol Scratch Remover,209.0,"removes light scratches, swirls, haze, and oxidation film. enhances paint colour. eco-friendly formula.",universal; lamborghini revuelto,Poor Manufacturer packaging|Real worth|Not bad.|Useful for hairline scratches only|Not satisfied,lamborghini,-0.0772,0.0499999999999999,0.8,-0.02632,neutral,Neutral,"['bad', 'poor']",Protection,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-0.0772,1,0.0,0,0.0,0,happy,1.0,0.0,0.0,0.0,0.0,,,📁 Protection accessory | 😊 Customers are very happy,-0.018248,waxpol scratch remover,lamborghini,revuelto,universal; lamborghini revuelto
